timestamp,price,regime
1704067200,1.000000,Ground
1704067210,1.000000,Ground
1704067220,1.000000,Ground
1704067230,1.000000,Ground
1704067240,1.000000,Ground
1704067250,1.000001,Ground
1704067260,1.000001,Ground
1704067270,1.000001,Ground
1704067280,1.000000,Ground
1704067290,0.999999,Ground
1704067300,0.999999,Ground
1704067310,0.999999,Ground
1704067320,0.999999,Ground
1704067330,0.999999,Ground
1704067340,0.999999,Ground
1704067350,1.000000,Ground
1704067360,1.000000,Ground
1704067370,1.000000,Ground
1704067380,1.000000,Ground
1704067390,1.000000,Ground
1704067400,1.000000,Ground
1704067410,1.000000,Ground
1704067420,0.999999,Ground
1704067430,1.000000,Ground
1704067440,1.000000,Ground
1704067450,1.000001,Ground
1704067460,1.000001,Ground
1704067470,1.000001,Ground
1704067480,1.000000,Ground
1704067490,1.000001,Ground
1704067500,1.000001,Ground
1704067510,1.000000,Ground
1704067520,1.000000,Ground
1704067530,0.999999,Ground
1704067540,1.000000,Ground
1704067550,0.999999,Ground
1704067560,0.999999,Ground
1704067570,1.000000,Ground
1704067580,1.000000,Ground
1704067590,0.999999,Ground
1704067600,0.999999,Ground
1704067610,1.000000,Ground
1704067620,0.999999,Ground
1704067630,1.000000,Ground
1704067640,1.000000,Ground
1704067650,1.000000,Ground
1704067660,1.000001,Ground
1704067670,1.000000,Ground
1704067680,1.000001,Ground
1704067690,1.000001,Ground
1704067700,1.000000,Ground
1704067710,1.000000,Ground
1704067720,1.000000,Ground
1704067730,1.000001,Ground
1704067740,1.000001,Ground
1704067750,1.000001,Ground
1704067760,1.000002,Ground
1704067770,1.000001,Ground
1704067780,1.000002,Ground
1704067790,1.000001,Ground
1704067800,1.000001,Ground
1704067810,1.000000,Ground
1704067820,1.000000,Ground
1704067830,1.000000,Ground
1704067840,1.000000,Ground
1704067850,1.000000,Ground
1704067860,0.999999,Ground
1704067870,0.999999,Ground
1704067880,0.999999,Ground
1704067890,0.999999,Ground
1704067900,1.000000,Ground
1704067910,1.000000,Ground
1704067920,1.000000,Ground
1704067930,1.000000,Ground
1704067940,1.000000,Ground
1704067950,1.000000,Ground
1704067960,1.000000,Ground
1704067970,1.000000,Ground
1704067980,0.999999,Ground
1704067990,1.000000,Ground
1704068000,1.000000,Ground
1704068010,0.999999,Ground
1704068020,0.999999,Ground
1704068030,1.000000,Ground
1704068040,1.000000,Ground
1704068050,0.999999,Ground
1704068060,0.999999,Ground
1704068070,0.999999,Ground
1704068080,0.999999,Ground
1704068090,1.000000,Ground
1704068100,1.000000,Ground
1704068110,0.999999,Ground
1704068120,0.999999,Ground
1704068130,0.999999,Ground
1704068140,0.999999,Ground
1704068150,0.999998,Ground
1704068160,0.999998,Ground
1704068170,0.999999,Ground
1704068180,0.999998,Ground
1704068190,0.999999,Ground
1704068200,0.999998,Ground
1704068210,0.999998,Ground
1704068220,0.999998,Ground
1704068230,0.999998,Ground
1704068240,0.999998,Ground
1704068250,0.999998,Ground
1704068260,0.999999,Ground
1704068270,0.999999,Ground
1704068280,0.999999,Ground
1704068290,0.999999,Ground
1704068300,0.999999,Ground
1704068310,0.999999,Ground
1704068320,0.999999,Ground
1704068330,0.999999,Ground
1704068340,0.999999,Ground
1704068350,0.999998,Ground
1704068360,0.999998,Ground
1704068370,0.999998,Ground
1704068380,0.999998,Ground
1704068390,0.999999,Ground
1704068400,0.999999,Ground
1704068410,0.999999,Ground
1704068420,0.999999,Ground
1704068430,0.999999,Ground
1704068440,1.000000,Ground
1704068450,1.000000,Ground
1704068460,1.000000,Ground
1704068470,1.000000,Ground
1704068480,1.000000,Ground
1704068490,1.000000,Ground
1704068500,1.000000,Ground
1704068510,0.999999,Ground
1704068520,1.000000,Ground
1704068530,1.000000,Ground
1704068540,1.000000,Ground
1704068550,1.000000,Ground
1704068560,1.000001,Ground
1704068570,1.000000,Ground
1704068580,1.000000,Ground
1704068590,1.000001,Ground
1704068600,1.000001,Ground
1704068610,1.000001,Ground
1704068620,1.000001,Ground
1704068630,1.000001,Ground
1704068640,1.000001,Ground
1704068650,1.000002,Ground
1704068660,1.000002,Ground
1704068670,1.000001,Ground
1704068680,1.000001,Ground
1704068690,1.000001,Ground
1704068700,1.000000,Ground
1704068710,1.000001,Ground
1704068720,1.000001,Ground
1704068730,1.000000,Ground
1704068740,1.000000,Ground
1704068750,1.000001,Ground
1704068760,1.000001,Ground
1704068770,1.000001,Ground
1704068780,1.000001,Ground
1704068790,1.000002,Ground
1704068800,1.000001,Ground
1704068810,1.000001,Ground
1704068820,1.000001,Ground
1704068830,1.000001,Ground
1704068840,1.000001,Ground
1704068850,1.000001,Ground
1704068860,1.000001,Ground
1704068870,1.000001,Ground
1704068880,1.000002,Ground
1704068890,1.000002,Ground
1704068900,1.000002,Ground
1704068910,1.000002,Ground
1704068920,1.000002,Ground
